instruction,output
"이번 Well-ness 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 등반 여행를 위해 자가용으로 여행가는데, 여행지 추천 해줘.","심학산에 가보셨나요? 가보시지 않으셨다면, 심학산을 추천드립니다."
저는 30대 여성입니다. 2인 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 송추계곡 부근입니다.
"1명 과 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프)로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 모던하우스 송도 트리플 스트리트점입니다.
"2인 여행(가족 외)으로 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 야외 스포츠, 레포츠 활동 여행을 계획 중인데 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 스카이라인 짚와이어입니다.
"30대 입니다. 이번에 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 야외 스포츠, 레포츠 활동 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 쁘띠프랑스입니다.
" 함께 쇼핑, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 교육/체험 프로그램 참가, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행)할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 욕망의 북 카페입니다.
"저는 쇼핑, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 교육/체험 프로그램 참가, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행)을 선호하고,  함께 갈 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 미스터 힐링 교대역점입니다.
"자녀 동반 여행으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 국립 아세안자연휴양림입니다.
"저는 30대 이고, 3명과 교육/체험 프로그램 참가, SNS 인생샷 여행, 친환경 여행(플로깅 여행), 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람를 가려고 합니다. 여행지 해줘.","서울시 서남물 재생센터에 가보셨나요? 가보시지 않으셨다면, 서울시 서남물 재생센터을 추천드립니다."
"충청북도에 살고 있는데, 2인 여행(가족 외)여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 그라운드시소 서촌입니다.
"나홀로 여행으로 쇼핑, 교육/체험 프로그램 참가, 드라마 촬영지 방문, SNS 인생샷 여행, 역사 유적지 방문 여행을 계획 중인데 추천 해줘.","종묘 서순라길에 가보셨나요? 가보시지 않으셨다면, 종묘 서순라길을 추천드립니다."
"인천광역시에 살고 있는데, 나홀로 여행여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 한국 통닭입니다.
"저는 테마파크, 놀이시설, 동/식물원 방문, 반려동물 동반 여행, 야외 스포츠, 레포츠 활동, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가을 선호하고, 2명과 함께 갈 예정입니다.","대부바다 향기테마파크에 가보셨나요? 가보시지 않으셨다면, 대부바다 향기테마파크을 추천드립니다."
2인 가족 여행로 1명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 플렌티 컨벤션입니다.
"자녀 동반 여행으로 할 예정입니다. nan으로 이동하려는데, 추천할 만한 여행지가 있을까요?","어메이징 파크에 가보셨나요? 가보시지 않으셨다면, 어메이징 파크을 추천드립니다."
"이번 교육/체험 프로그램 참가, Well-ness 여행, 역사 유적지 방문, 시티투어, 지역 축제/이벤트 참가로 2명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 Dmz lounge입니다.
"교육/체험 프로그램 참가, Well-ness 여행, 역사 유적지 방문, 시티투어, 지역 축제/이벤트 참가(으)로 자녀 동반 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?","사파리 체험 테마파크에 가보셨나요? 가보시지 않으셨다면, 사파리 체험 테마파크을 추천드립니다."
"1명과 온천/스파, 신규 여행지 발굴, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 내리 문화공원입니다.
"3인 이상 여행(가족 외)로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 이삭토스트 동양 미래대점입니다.
"저는 40대 이고, 2명과 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 지역 축제/이벤트 참가, 친환경 여행(플로깅 여행)을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","교촌치킨 동양미래대학점에 가보셨나요? 가보시지 않으셨다면, 교촌치킨 동양미래대학점을 추천드립니다."
"자녀 동반 여행으로 쇼핑, SNS 인생샷 여행, 지역 문화예술/공연/전시시설 관람 여행을 계획 중인데 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 토이저러스 롯데마트 제타 플렉스점입니다.
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 올림픽공원 88잔디마당입니다.
"저는 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가을 선호하고, 8명과 함께 갈 예정입니다.","설악 카페24-11에 가보셨나요? 가보시지 않으셨다면, 설악 카페24-11을 추천드립니다."
1명과 유흥/오락(나이트라이프) 여행을 떠나는데 여행지 추천 해줘.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 동양 방앗간입니다.
"테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 역사 유적지 방문, 시티투어, 유흥/오락(나이트라이프)(으)로 가려고 하는데, 대중교통 등을 이용 서울특별시 20대 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 수원화성입니다.
"20대 인데, 이번에 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 역사 유적지 방문, 시티투어, 유흥/오락(나이트라이프) 여행 갑니다. 숙박 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 카페꼼마 갤러리아 광교점입니다.
저는 40대 여성입니다. 나홀로 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 동대문 문구완구 시장입니다.
"자가용을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 0명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 서오릉 옆 소나무 산책길입니다.
" 함께 쇼핑, 온천/스파, 종교/성지 순례, 등반 여행, 역사 유적지 방문할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 흥국사 삼성각입니다.
저는 40대 여성입니다. 나홀로 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,"흥국사 둘레길에 가보셨나요? 가보시지 않으셨다면, 흥국사 둘레길을 추천드립니다."
나홀로 여행로 0명 과 여행지 추천,"서오릉 화훼 단지에 가보셨나요? 가보시지 않으셨다면, 서오릉 화훼 단지을 추천드립니다."
"이번 쇼핑, 시티투어, 종교/성지 순례, 인플루언서 따라하기 여행, 역사 유적지 방문, SNS 인생샷 여행를 위해 자가용으로 여행가는데, 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 국립서울현충원입니다.
"1명 과 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 신규 여행지 발굴, 시티투어로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 응봉산 팔각정입니다.
나홀로 여행로 0명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 수원 화성 화성행궁입니다.
"30대 인데, 이번에 캠핑 여행 갑니다. 숙박 추천 해줘.","동막해수욕장에 가보셨나요? 가보시지 않으셨다면, 동막해수욕장을 추천드립니다."
"이번 Well-ness 여행, 등반 여행, 야외 스포츠, 레포츠 활동로 1명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 팔당물안개공원입니다.
"1명과 함께 SNS 인생샷 여행, 쇼핑할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?","스시 기용에 가보셨나요? 가보시지 않으셨다면, 스시 기용을 추천드립니다."
"30대 남성이고, 이번에 SNS 인생샷 여행, 쇼핑로 여행을 떠납니다. 여행지 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 홈플러스 의정부점입니다.
"SNS 인생샷 여행, 반려동물 동반 여행(으)로 3인 이상 여행(가족 외) 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 카페라 봉입니다.
"이번 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행)를 위해 nan으로 여행가는데, 여행지 추천 해줘.","임진각 관광지 평화누리 바람의 언덕에 가보셨나요? 가보시지 않으셨다면, 임진각 관광지 평화누리 바람의 언덕을 추천드립니다."
2인 여행(가족 외)로 1명 과 여행지 추천,"임진각 평화누리 임진강 독개다리에 가보셨나요? 가보시지 않으셨다면, 임진각 평화누리 임진강 독개다리을 추천드립니다."
"저는 30대 이고, 1명과 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행)를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 국립 6.25전쟁 납북자 기념관입니다.
"저는 30대 이고,  Well-ness 여행, 친환경 여행(플로깅 여행), 등반 여행을 떠납니다. 추천 부탁드려요.","관악산에 가보셨나요? 가보시지 않으셨다면, 관악산을 추천드립니다."
"수도권에 가 볼 만한 곳이 있을까요? 저는 교육/체험 프로그램 참가, SNS 인생샷 여행, 인플루언서 따라하기 여행, 지역 문화예술/공연/전시시설 관람을 좋아하고, 자녀 동반 여행 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 양평어린이 건강 놀이터입니다.
"서울특별시에 사는 사람이 교육/체험 프로그램 참가, SNS 인생샷 여행, 인플루언서 따라하기 여행, 지역 문화예술/공연/전시시설 관람로 여행갈만한 곳이 있나요? 3명 정도 될 것 같습니다.","물 맑은 양평 종합운동장에 가보셨나요? 가보시지 않으셨다면, 물 맑은 양평 종합운동장을 추천드립니다."
"종교/성지 순례, 지역 문화예술/공연/전시시설 관람(으)로 가려고 하는데, 자가용을 이용 경기도 50대 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 몽마르트르 공원입니다.
